,coin,date,price,market_cap,growth_p,growth_m
0,axie-infinity,03/11/20,0.14569963826503426,7754755.6201303415,0.0,0.0
1,axie-infinity,04/11/20,0.14569963826503426,7754755.6201303415,0.0,0.0
2,axie-infinity,05/11/20,0.13489262621204753,7257184.758105823,-0.07417322501054047,-0.06416331943883424
3,axie-infinity,06/11/20,0.142959525828084,7678065.071288265,0.059802376472050556,0.057994983896799024
4,axie-infinity,07/11/20,0.14199469620607735,7658840.346562262,-0.0067489704964949215,-0.0025038501950046532
5,axie-infinity,08/11/20,0.1979336794610916,10932754.166469552,0.3939512161343677,0.4274686077477532
6,axie-infinity,09/11/20,0.2795589009850647,15355920.490770139,0.41238672340256466,0.40457932712566724
7,axie-infinity,10/11/20,0.26416610009638714,14025285.844607566,-0.05506102948050973,-0.08665287417725087
8,axie-infinity,11/11/20,0.35156189817670414,19260788.592371378,0.3308365382553955,0.3732902705706178
9,axie-infinity,12/11/20,0.3121605406269677,16983347.1907499,-0.11207516444211574,-0.11824237573136054
10,axie-infinity,13/11/20,0.39427890543404676,22182529.210996475,0.26306452648418066,0.30613411843092675
11,axie-infinity,14/11/20,0.5757936739725374,31089712.412041157,0.46037149347025785,0.4015404698139269
12,axie-infinity,15/11/20,0.5998615091106866,33161583.278063927,0.041799408757132506,0.06664168643838364
13,axie-infinity,16/11/20,0.557482358079674,30272058.49411917,-0.07064822527759962,-0.08713470523152456
14,axie-infinity,17/11/20,0.5018519578578174,27556076.62423168,-0.09978862903120955,-0.0897191008802759
15,axie-infinity,18/11/20,0.5175370362372926,28511567.385645706,0.031254393121086466,0.03467441227006196
16,axie-infinity,19/11/20,0.4394062652682793,24599592.665845975,-0.1509665308922743,-0.13720658239817551
17,axie-infinity,20/11/20,0.49525683808052867,27209471.805723608,0.1271046346554705,0.10609440470537468
18,axie-infinity,21/11/20,0.46806532913570476,25706401.586060565,-0.05490385362514183,-0.05524069818021482
19,axie-infinity,22/11/20,0.43455126491911095,24006924.702553984,-0.07160125335170286,-0.06611103766573578
20,axie-infinity,23/11/20,0.5085986124167599,28017556.250706974,0.17039956726724137,0.1670614457222135
21,axie-infinity,24/11/20,0.4781210755441495,25596887.09576351,-0.05992453799232189,-0.08639829731339921
22,axie-infinity,25/11/20,0.41709860785125197,22956732.900801234,-0.127629738185977,-0.10314356527357738
23,axie-infinity,26/11/20,0.369096866042345,20350584.303209808,-0.11508487658636735,-0.1135243681604392
24,axie-infinity,27/11/20,0.37920438538966605,20940732.039456677,0.027384462663417652,0.02899905611819653
